Nome_Piatto,Calorie_kcal,Carboidrati_g,Zuccheri_g,Grassi_g,Grassi Saturi_g,Fibre_g,Colesterolo_mg,Sodio_mg
Pesce spada alla pizzaiola,429.0,5.6,5.6,31.4,5.88,1.8,115.0,283.0
Polpette di baccala,162.0,8.9,0.3,9.8,2.42,0.4,42.0,709.0
Involtini ripieni di salsiccia  e provolone,568.0,17.7,5.0,35.7,14.68,3.6,130.0,1062.0
Pallotte cacio e ova,484.0,13.3,2.5,39.6,11.21,1.7,148.0,1381.0
Polpo alla greca,,,,,,,,
Tartare mediterranea di spada,333.0,3.0,3.0,30.5,4.77,1.8,45.0,345.0
Involtini di cotoletta,760.0,11.4,2.0,58.4,17.21,0.5,259.0,1048.0
Pesce spada impanato,,,,,,,,
Wurstel mummia,200.0,9.4,0.4,15.5,5.3,0.9,44.0,329.0
Ali di pollo fritte,321.0,3.1,0.6,26.5,6.32,0.4,80.0,197.0
Arrosto all'arancia,,,,,,,,
Triglie alla livornese,324.0,5.4,5.4,22.4,4.34,1.5,117.0,443.0
Zuppa di vongole,224.0,10.2,10.2,4.8,0.52,2.2,127.0,772.0
Pollo con crema di zucchine,,,,,,,,
Souvlaki di pollo,,,,,,,,
Arrosto freddo di tacchino,256.0,4.6,4.2,9.4,3.64,2.2,87.0,467.0
Manzo alla Stroganoff,523.0,18.4,8.7,21.1,9.84,8.7,217.0,738.0
Burger di cavolo nero,279.0,23.1,2.8,14.0,6.05,2.0,74.0,620.0
Filetti di platessa al forno,180.0,6.0,6.0,10.0,1.64,2.8,70.0,394.0
Pizzette di melanzane,175.0,3.5,3.5,12.7,6.16,2.6,45.0,496.0
Baccala fritto,632.0,5.9,0.1,52.2,7.01,0.2,78.0,3207.0
Filetto di platessa alla sorrentina,168.0,8.5,4.6,9.6,1.46,2.8,44.0,559.0
Pollo fritto americano,838.0,8.9,3.1,72.3,17.03,0.2,183.0,217.0
Filetto di maiale al miele e zenzero,259.0,5.5,4.5,14.1,5.12,0.2,78.0,786.0
Tagliata con cipolle in agrodolce,389.0,9.1,9.1,19.3,7.52,1.4,139.0,855.0
Sgombro all'arancia,592.0,6.9,6.9,44.4,8.84,1.5,228.0,808.0
Spiedini di pollo,423.0,2.1,1.9,18.9,6.39,3.5,168.0,677.0
Moscardini con i piselli,253.0,10.5,5.4,7.2,1.49,3.9,128.0,491.0
Polpette in bianco,,,,,,,,
Finta pizza al cavolfiore,287.0,14.4,7.3,16.8,7.49,5.5,31.0,797.0
Anatra all'arancia,1079.0,20.5,3.8,59.0,18.39,2.3,520.0,1096.0
Involtini gratinati con patate,704.0,61.2,2.7,23.2,7.5,4.6,152.0,1382.0
Pollo alla Norma,504.0,19.5,10.0,22.2,4.99,5.8,135.0,540.0
Rana pescatrice al sugo di pomodoro fresco,226.0,4.8,4.8,10.4,1.66,1.5,122.0,463.0
Sorrisi,,,,,,,,
Pollo alla pizzaiola,,,,,,,,
Capretto al forno con patate,784.0,24.9,7.2,44.1,16.78,4.5,142.0,593.0
Astice alla Catalana,858.0,7.9,7.9,74.8,10.8,2.0,183.0,1157.0
Petto di pollo all'aceto balsamico,330.0,3.4,3.4,21.4,3.33,0.9,75.0,338.0
Branzino alla ligure,241.0,2.1,2.1,14.1,2.28,1.0,72.0,405.0
Pollo Tandoori,301.0,4.1,4.1,14.1,4.5,0.6,194.0,500.0
Hamburger di salmone,313.0,10.2,2.7,20.1,4.23,1.5,82.0,471.0
Polpettone con cuore di scamorza,294.0,13.7,2.8,17.6,6.6,1.9,103.0,764.0
Trippa alla Fiorentina,465.0,5.2,5.2,33.2,12.73,1.8,184.0,545.0
Braciole di maiale alla birra ed erbe aromatiche ,408.0,2.6,2.6,29.2,9.78,0.8,117.0,508.0
Petti di pollo alla senape ed erbe aromatiche,348.0,4.9,2.8,19.9,5.64,2.1,109.0,448.0
Burger di pesce,466.0,20.5,1.6,28.3,3.89,1.5,177.0,546.0
Arista di maiale al latte,359.0,5.1,5.1,21.9,5.93,1.5,115.0,379.0
Polpettone di pollo,472.0,11.2,2.4,27.6,11.52,0.6,203.0,896.0
Involtini alla siciliana,504.0,29.0,10.3,21.0,7.09,2.8,139.0,986.0
Petto di pollo al forno con pomodoro e mozzarella,,,,,,,,
Involtini di lonza al limone,642.0,26.6,2.8,34.6,12.67,2.7,154.0,688.0
Teglia di alici e patate,282.0,27.1,5.1,5.8,2.48,3.3,99.0,474.0
Filetto di manzo in crosta,,,,,,,,
Arrosto di maiale alla birra,599.0,16.0,13.1,27.7,7.59,1.9,177.0,692.0
Seppie in umido,298.0,9.1,9.1,14.0,2.44,2.5,128.0,511.0
Cordon bleu di zucchine,201.0,16.5,1.3,10.1,4.11,1.0,103.0,356.0
Filetto di tonno al pesto di pistacchi,707.0,25.7,3.8,53.3,10.18,4.6,81.0,1244.0
Spezzatino di carne con cipolle,463.0,8.9,8.9,30.7,8.78,2.8,124.0,448.0
Pollo alla diavola,,,,,,,,
Seppie ripiene,247.0,12.4,4.3,10.6,1.86,1.8,96.0,600.0
Spiedini di mare,117.0,2.5,2.5,3.8,1.07,0.2,123.0,475.0
Scaloppine in rosa,532.0,21.6,2.6,35.8,19.02,0.8,139.0,540.0
Asparagi alla milanese,201.0,7.1,7.1,11.1,5.51,4.6,223.0,140.0
Salmone al vapore,748.0,22.8,16.1,59.5,10.49,6.5,49.0,792.0
Alici alla pizzaiola,192.0,3.7,3.7,14.6,2.73,1.7,38.0,364.0
Cotolette di tacchino,642.0,41.6,4.2,36.9,6.19,3.4,164.0,714.0
Uova e piselli,270.0,24.3,9.3,10.2,2.64,10.1,204.0,374.0
Spezzatino di pollo ,419.0,5.9,2.2,28.1,5.13,1.3,164.0,492.0
Scampi alla busara,168.0,10.6,6.8,4.9,0.7,1.6,187.0,522.0
Straccetti di vitello con verdure croccanti,346.0,12.1,6.3,21.3,4.43,3.4,62.0,960.0
Trancio di salmone con pomodori e timo,362.0,6.9,6.9,22.8,5.01,1.5,48.0,442.0
Involtini di pollo e fagiolini,242.0,23.6,2.7,9.7,2.93,3.8,52.0,1085.0
Scaloppine saporite con cubetti di cotto e formaggio ,443.0,4.7,0.9,26.4,12.65,0.6,145.0,459.0
Fiori di peperoni con uova,177.0,2.4,2.4,12.8,3.77,0.5,370.0,445.0
Pollo alla birra con cipolle e speck,727.0,12.6,12.6,74.6,14.4,2.0,243.0,1215.0
Calamari ripieni all’amalfitana,221.0,10.2,3.2,9.4,2.95,2.2,81.0,479.0
Baccala alla livornese,400.0,35.5,7.7,10.7,1.65,3.5,75.0,3385.0
Totani ripieni al forno,319.0,25.8,4.4,15.1,4.48,1.5,124.0,592.0
Arrosticini,659.0,0.6,0.6,57.8,18.9,0.2,158.0,594.0
Filetto alla Voronoff,682.0,16.1,4.1,43.5,21.71,2.0,207.0,974.0
Calamari ripieni di couscous,192.0,16.1,6.3,5.5,1.32,3.0,52.0,480.0
Salmone grigliato con salsa al prezzemolo,426.0,2.7,2.6,30.3,6.7,1.0,66.0,469.0
Spiedini di pesce,342.0,8.7,8.6,17.6,3.83,2.6,186.0,557.0
Filetto di salmone in crosta,,,,,,,,
Baccala alla vicentina,483.0,10.9,4.6,33.7,5.87,1.0,78.0,2999.0
Trippa alla romana,559.0,6.4,6.4,34.6,12.14,2.3,279.0,1480.0
Arrosto al latte,555.0,14.9,14.9,26.7,12.72,1.3,183.0,560.0
Frittata ripiena,494.0,2.6,2.6,36.8,16.6,0.1,489.0,852.0
Baccala con patate e olive,579.0,49.1,3.0,23.0,3.5,4.5,86.0,4049.0
Bocconcini di pollo allo zafferano,263.0,11.1,4.2,6.5,1.16,2.7,90.0,548.0
Polpettone ripieno di spinaci e caciocavallo,822.0,45.7,9.7,39.8,16.63,12.1,219.0,1880.0
Fusi di pollo alla senape e bacon,508.0,10.0,3.0,30.3,6.47,4.2,178.0,920.0
Polpette di zucchine alla pizzaiola,,,,,,,,
Arista di maiale arrosto,458.0,22.5,4.3,21.7,5.81,3.2,120.0,923.0
Anelli di calamari e patate,380.0,29.0,4.4,11.9,3.38,3.2,160.0,967.0
Orata alla mediterranea,234.0,3.4,3.4,15.2,2.29,1.6,63.0,436.0
Coda di rospo con olive,283.0,5.0,5.0,19.9,3.03,3.3,75.0,346.0
Costine alla griglia,918.0,22.6,19.0,54.8,10.96,3.7,167.0,701.0
Branzino al forno con patate al limone,274.0,23.8,2.6,12.9,2.01,4.6,36.0,359.0
Tagliata di tonno con pesto di menta,473.0,1.2,1.2,37.0,8.65,0.7,105.0,556.0
Calamari all'aglio e profumo di limone,325.0,2.3,2.3,22.1,11.73,1.8,175.0,366.0
Pollo in salsa agrodolce,999.0,78.7,50.1,56.8,10.93,3.1,98.0,362.0
Cosce di pollo croccanti,340.0,14.2,3.8,14.2,3.13,1.8,175.0,662.0
Ossobuco con piselli,,,,,,,,
Petto di pollo al forno,216.0,4.4,2.2,4.2,0.74,1.8,98.0,378.0
Petto d'anatra al balsamico,447.0,4.6,4.6,22.1,6.83,0.6,293.0,298.0
Polpo in umido,199.0,6.2,6.2,10.2,2.08,1.6,130.0,721.0
Bistecca alla Tartara,412.0,6.0,2.4,26.5,7.52,2.6,360.0,721.0
Coniglio alla cacciatora,364.0,7.3,7.2,21.2,5.0,2.1,92.0,586.0
Coda alla vaccinara,690.0,16.0,16.0,40.6,11.89,5.1,144.0,485.0
Cotoletta alla bolognese,976.0,59.2,2.5,42.8,20.85,2.6,364.0,2901.0
Bocconcini di pollo con yogurt e curcuma,300.0,13.1,3.4,11.6,2.1,0.6,76.0,563.0
Hamburger di zucchine,,,,,,,,
Involtini di pollo,,,,,,,,
Filetto di maiale,785.0,18.3,18.3,57.8,24.97,5.5,228.0,1131.0
Grigliata di carne,1386.0,2.7,2.74,105.1,37.51,1.1,335.0,3370.0
Coniglio in umido,352.0,5.6,5.4,17.6,4.48,2.0,87.0,613.0
Fusi di pollo al miele,228.0,12.2,11.5,11.5,2.44,0.8,94.0,287.0
Tonno al sesamo,207.0,4.4,2.1,15.8,3.12,4.8,26.0,429.0
Scaloppine al Marsala,523.0,15.1,7.4,34.7,14.04,0.3,120.0,347.0
Maiale in agrodolce,431.0,60.4,40.0,9.8,2.08,3.3,64.0,718.0
Spezzatino di vitello coi funghi,401.0,5.8,3.4,20.1,3.38,3.1,119.0,355.0
Stinco di maiale al forno con patate,822.0,41.5,6.9,37.7,7.84,5.9,220.0,937.0
Baccala in umido,367.0,27.3,8.5,13.5,2.09,4.3,63.0,2983.0
Cordon bleu,1297.0,37.4,1.8,88.0,16.6,1.6,396.0,1118.0
Ali di pollo e patate saporite,829.0,66.2,2.0,40.3,12.94,4.0,276.0,887.0
Calamari alla griglia al limone,,,,,,,,
Spezzatino di maiale,546.0,30.6,7.0,19.3,7.15,2.9,134.0,501.0
Frittata con pomodori e basilico,214.0,2.3,2.3,16.3,5.62,0.9,294.0,667.0
Roast beef in crosta di sale,158.0,1.2,1.2,6.1,2.02,0.5,67.0,2086.0
Carpaccio di manzo con rucola e grana,431.0,2.0,2.0,33.4,9.26,0.5,90.0,535.0
Polpettone ripieno,553.0,1.0,0.7,35.3,15.57,0.3,220.0,1616.0
Agnello al forno con patate,710.0,39.9,4.7,40.6,16.37,4.5,142.0,516.0
Bollito,256.0,5.4,5.4,6.7,2.23,2.6,126.0,1655.0
Sarde al forno,648.0,27.1,4.7,45.3,8.43,2.6,74.0,369.0
Pesce spada in salmoriglio,444.0,1.7,1.7,40.8,6.46,1.6,72.0,380.0
Filetto di maiale in crosta,876.0,43.0,2.4,54.4,24.06,2.7,248.0,687.0
Frittura di calamari,924.0,38.9,1.6,75.8,15.38,1.2,81.0,525.0
Torta di mele senza burro,259.0,34.6,19.3,10.9,1.96,2.8,70.0,36.0
Minestrone di verdure,212.0,18.3,7.9,12.4,1.88,6.7,0.0,256.0
Insalata di farro con verdure,779.0,49.7,10.0,49.4,11.59,10.69,68.0,543.0
Risotto al salmone,,,,,,,,
Insalata di gamberi,237.0,8.3,8.3,16.6,2.62,4.0,115.0,616.0
Fusilli panna prosciutto e piselli,659.0,77.7,8.7,27.7,11.01,5.6,72.0,645.0
Fluffy pancake,,,,,,,,
Biscotti di Pan di zenzero (gingerbread),246.0,43.0,25.1,6.7,3.79,0.7,32.0,90.0
Anelletti al forno,636.0,62.3,7.4,28.4,10.11,5.2,65.0,916.0
Marmellata di limoni,54.0,13.5,13.5,0.0,0.0,0.6,0.0,4.0
Torta magica al cacao,370.0,33.1,25.8,22.7,12.66,3.1,154.0,266.0
Cheesecake fredda senza gelatina,618.0,55.4,40.9,39.1,22.75,0.7,108.0,255.0
Zuppa di lenticchie,298.0,43.0,6.1,6.0,0.88,11.3,0.0,376.0
Savoiardi,38.0,7.2,4.2,0.6,0.21,0.1,28.0,7.0
Granita al limone senza gelatiera,143.0,35.0,35.0,0.2,0.03,0.2,0.0,14.0
Dolce presto fatto,302.0,37.3,21.9,14.7,8.12,0.6,120.0,32.0
Spaghetti con le polpettine,721.0,79.0,8.5,32.3,10.74,5.1,112.0,1017.0
Muffin ai mirtilli,372.0,52.6,20.8,14.8,8.27,1.6,96.0,96.0
Biscotti al cioccolato,68.0,8.1,4.4,3.6,2.02,0.2,16.0,24.0
Brutti ma buoni,137.0,10.6,10.6,9.3,0.6,1.0,0.0,15.0
Ciambella,510.0,53.6,25.2,26.3,13.97,1.0,356.0,265.0
Orecchiette,238.0,51.2,1.3,0.3,0.08,2.4,0.0,398.0
Ciambella senza uova,301.0,43.0,20.5,13.0,2.13,0.6,3.0,15.0
Risotto all'arancia,473.0,76.3,6.2,13.7,7.72,2.3,38.0,994.0
Torta al latte caldo al cacao,170.0,23.6,14.7,6.6,3.53,1.2,67.0,118.0
Risotto radicchio e pancetta,,,,,,,,
Tagliatelle,321.0,58.8,1.3,3.8,1.31,1.9,140.0,54.0
Pasta con le sarde,,,,,,,,
Crostata salata con ricotta e zucchine,525.0,32.2,4.8,35.0,18.7,1.6,144.0,576.0
Crostata con ricotta e marmellata,546.0,71.5,41.1,24.6,14.25,2.0,120.0,52.0
Biscotti senza burro,315.0,42.2,26.3,14.6,4.79,0.7,20.0,127.0
Zuppa di legumi e cereali,351.0,56.6,6.1,6.8,1.06,10.1,0.0,989.0
Culurgionis d'Ogliastra,749.0,100.5,12.5,29.1,6.39,9.0,15.0,757.0
Barrette al riso soffiato e cioccolato,139.0,13.8,10.8,8.4,4.87,0.2,8.0,72.0
Fettuccine al tartufo,439.0,49.6,1.7,22.5,7.15,3.8,84.0,318.0
Riso al forno,546.0,60.7,6.0,22.9,11.28,3.1,46.0,446.0
Pappardelle con speck e funghi porcini,505.0,51.4,3.6,22.6,5.64,5.5,100.0,951.0
Torta di compleanno,590.0,81.5,61.9,24.5,12.96,0.6,306.0,218.0
Quiche Lorraine,728.0,36.1,4.3,53.2,27.97,1.1,321.0,1219.0
Pancake alla banana,213.0,27.0,7.0,9.1,1.88,1.5,27.0,139.0
Frullato di frutta,192.0,37.8,34.4,2.3,0.82,7.5,3.0,24.0
Negroni cocktail,,,,,,,,
Cupcake alla Nutella,369.0,42.2,28.7,19.3,8.9,1.3,107.0,60.0
Pasticciotti,431.0,55.0,26.9,20.1,10.59,0.9,243.0,25.0
Creme brulee,,,,,,,,
Cheesecake cioccolato bianco e lamponi,879.0,77.7,60.3,54.9,32.37,6.2,156.0,312.0
Frolla Milano,473.0,52.9,18.3,26.4,15.13,1.3,116.0,125.0
Biscotti semplici decorati,59.0,10.4,6.4,1.6,0.91,0.1,11.0,3.0
Penne ai peperoni,430.0,75.8,11.7,9.0,1.35,4.2,3.0,352.0
Spaghetti con tonno e zucchine,740.0,68.2,4.0,38.5,5.68,3.5,52.0,554.0
Mousse al cioccolato,,,,,,,,
Confettura di ciliegie,113.0,27.5,27.5,0.1,0.02,1.0,0.0,3.0
Torta di compleanno estiva,431.0,39.1,30.7,26.7,15.26,2.1,145.0,172.0
Crema al latte,270.0,38.1,28.1,11.1,6.49,0.0,36.0,61.0
Plumcake bicolore,321.0,46.3,21.7,12.0,2.41,2.4,60.0,66.0
Passatelli in brodo,304.0,23.8,1.3,13.6,7.6,1.3,185.0,1466.0
Diplomatica,697.0,91.1,60.5,30.1,12.9,1.2,334.0,473.0
Orecchiette broccoli e salsiccia,691.0,68.6,4.5,36.3,11.89,4.1,36.0,890.0
Torta al cioccolato senza farina,606.0,55.2,53.1,38.8,22.31,6.0,130.0,360.0
Pancake senza burro,199.0,32.9,4.2,3.6,1.73,1.0,60.0,63.0
Risotto al gorgonzola,523.0,70.5,1.0,17.8,8.99,2.0,47.0,732.0
Vellutata di piselli,285.0,19.4,7.2,14.4,4.68,24.5,17.0,1704.0
Frittelle di mele,,,,,,,,
Cheesecake al cioccolato,637.0,56.6,39.1,40.1,23.58,1.2,152.0,241.0
Torta in tazza (Mug cake),638.0,91.6,60.0,24.6,7.77,4.1,109.0,169.0
Torta Afrika,772.0,96.6,90.2,36.3,19.99,6.6,266.0,248.0
Spaghetti con le acciughe e il pangrattato,429.0,80.1,2.7,6.4,1.02,2.7,9.0,173.0
Crostata ai frutti di bosco,331.0,44.7,25.3,14.3,7.47,4.1,167.0,22.0
Pasta alla zozzona,1037.0,70.5,6.4,68.9,24.72,2.9,381.0,1527.0
Cake pops,131.0,16.5,13.0,6.2,3.33,0.6,25.0,15.0
Pennette con salmone e vodka,644.0,82.7,6.2,21.6,7.4,3.1,48.0,1204.0
Spaghetti con crema di burrata e melanzane,795.0,69.3,4.8,48.4,15.57,3.2,53.0,606.0
Plumcake al cioccolato,795.0,96.2,63.8,40.7,23.39,2.7,159.0,90.0
Plumcake al limone,,,,,,,,
Tiramisu alle fragole,,,,,,,,
Pasta con asparagi e pancetta,611.0,70.2,6.3,30.2,7.83,4.4,25.0,329.0
Fette di cacao al latte,147.0,11.0,10.7,9.4,5.11,0.6,92.0,82.0
Torta tiramisu,777.0,58.3,46.9,53.9,30.1,1.5,362.0,160.0
Mini dorayaki con Nutella®,121.0,15.6,9.4,5.7,1.17,0.3,14.0,9.0
Zuppa inglese,657.0,95.4,71.6,20.6,10.2,0.5,370.0,402.0
Confettura di pesche,27.0,6.6,6.6,0.0,0.0,0.4,0.0,1.0
Biscotti al miele,30.0,4.9,2.3,0.9,0.51,0.1,6.0,2.0
Acqua aromatizzata,,,,,,,,
Ravioli ricotta e spinaci burro e salvia,428.0,43.7,3.5,19.9,10.69,3.8,223.0,908.0
Biscotti al limone,146.0,18.4,8.2,6.9,3.66,0.5,80.0,10.0
Scones,120.0,15.1,4.4,5.4,3.01,0.5,27.0,59.0
Chiacchiere,116.0,12.1,2.8,6.4,1.42,0.3,23.0,35.0
Tiramisu alle fragole con crema di limoncello,589.0,48.7,41.1,36.3,19.4,1.9,325.0,83.0
Pasta e piselli,467.0,77.3,6.9,10.0,2.6,6.5,7.0,344.0
Vellutata ai funghi porcini,240.0,14.7,2.8,17.1,2.6,434.0,0.0,991.0
Panna cotta al caffe,336.0,30.0,30.0,22.3,13.07,0.2,55.0,36.0
Torta mimosa all'ananas,,,,,,,,
Vellutata di broccoli,293.0,34.4,4.1,14.0,4.9,5.6,19.0,927.0
Pancake allo yogurt,,,,,,,,
Paccheri alla crema di scampi e gamberi,475.0,73.7,9.6,6.3,0.96,4.2,199.0,1981.0
Pasta al gorgonzola,633.0,55.2,5.4,33.1,16.25,9.2,86.0,1130.0
Torta di noci,478.0,36.8,21.6,33.7,11.49,1.5,129.0,33.0
Spaghetti poveri,525.0,75.5,3.8,17.1,2.64,4.2,29.0,331.0
Crema al Parmigiano,414.0,15.8,6.2,29.1,18.02,0.3,91.0,338.0
Cake alle albicocche,523.0,63.9,32.5,25.0,13.73,2.2,172.0,158.0
Marmellata di cipolle di Tropea,505.0,115.3,115.3,0.3,0.07,2.6,0.0,38.0
Meringa all'italiana,257.0,61.0,61.0,0.0,0.0,0.0,0.0,329.0
Farfalle con salmone rucola e pomodorini,530.0,70.2,6.1,18.1,3.42,3.7,22.0,367.0
Lasagne alle zucchine,,,,,,,,
Crostatine alla marmellata,511.0,77.7,45.9,19.6,10.87,2.1,141.0,140.0
Plumcake allo yogurt senza burro,406.0,57.4,29.6,16.6,2.94,5.9,0.0,8.0
Glassa al cioccolato,363.0,39.8,39.8,20.6,12.26,0.8,4.0,24.0
Torta fredda con mousse ai lamponi e Nutella®,,,,,,,,
Glassa all'acqua,,,,,,,,
Latte di mandorla,132.0,7.4,7.4,10.0,0.83,2.8,0.0,4.0
Torta al cacao,378.0,35.4,27.7,22.1,12.33,7.8,122.0,279.0
Pasta agli asparagi,365.0,71.4,7.3,2.0,1.06,5.3,5.0,334.0
Baklava,949.0,77.1,63.8,66.1,24.24,8.0,178.0,49.0
Torta stracciatella,504.0,66.3,37.8,23.4,7.62,1.0,85.0,37.0
Erbazzone o scarpazzone,540.0,57.6,6.7,23.9,9.1,3.9,41.0,1837.0
Torta di grano saraceno,826.0,116.2,74.9,35.5,19.74,2.4,247.0,67.0
Torta fredda di ricotta,170.0,19.7,14.7,7.7,4.68,1.1,25.0,119.0
Pesto alla trapanese,86.0,3.5,3.4,6.7,0.56,3.1,0.0,300.0
Paccheri al salmone,,,,,,,,
Torta di fichi,299.0,39.4,17.2,12.9,5.51,2.3,64.0,97.0
Apple Pie,539.0,71.7,28.9,24.8,14.2,4.8,72.0,115.0
Semifreddo al caffe,362.0,21.5,21.5,27.9,15.2,2.6,236.0,44.0
Ciambellone con gocce di cioccolato,491.0,68.3,40.4,20.5,6.81,1.2,79.0,43.0
Torta farcita a strati,835.0,87.3,70.1,46.6,25.06,1.7,465.0,177.0
Cioccolata calda,613.0,67.4,56.2,32.0,18.87,3.7,28.0,220.0
Rotolo dolce senza cottura,507.0,60.4,32.3,25.2,14.79,2.6,104.0,238.0
Crostata al cacao con crema alla ricotta e cioccolato,1122.0,124.1,66.0,58.1,32.96,4.3,413.0,196.0
Passata di pomodoro,18.0,2.8,2.8,0.2,0.03,1.1,0.0,3.0
Risotto agli asparagi,589.0,81.5,11.6,22.1,9.53,6.9,45.0,1944.0
Pasta e patate,441.0,78.9,3.8,9.4,1.5,4.6,0.0,311.0
Ciambella romagnola (brazadela),317.0,49.8,21.3,10.2,5.63,1.1,77.0,125.0
Torta rovesciata di pesche e amaretti,475.0,56.4,32.5,24.2,13.25,3.5,140.0,41.0
Liquore al cioccolato,117.0,11.7,11.3,4.3,2.49,0.9,8.0,44.0
Croccante alle mandorle,,,,,,,,
Key lime pie,211.0,13.2,9.6,15.3,8.46,0.1,136.0,87.0
Tiramisu alle fragole senza uova,431.0,42.0,34.4,26.0,14.45,1.4,112.0,65.0
Torta di more,477.0,68.5,36.8,19.5,10.84,2.3,141.0,142.0
Sorbetto al limone,136.0,30.4,30.4,0.1,0.01,0.1,0.0,14.0
Torta Camilla,462.0,58.2,29.7,21.6,2.53,4.4,51.0,45.0
Torta alla Nutella,509.0,41.4,31.4,33.8,14.63,2.3,106.0,177.0
Cassata siciliana,1029.0,167.8,144.8,28.3,13.21,2.8,271.0,268.0
Ciambellone allo yogurt,,,,,,,,
Chiffon cake arancia e cioccolato,542.0,73.4,45.8,23.1,5.6,2.0,153.0,161.0
Pesto di melanzane,257.0,8.0,8.0,21.9,3.4,8.8,5.0,392.0
Tiramisu alla Nutella,,,,,,,,
Spaghetti con la bottarga,501.0,74.8,3.4,17.0,2.63,2.7,27.0,174.0
Pasta alla carrettiera,,,,,,,,
Torta di prugne,437.0,53.1,29.2,21.0,9.16,3.8,118.0,141.0
Crostata morbida con Nutella®,414.0,53.5,29.4,19.3,9.43,3.0,90.0,29.0
Risotto alla pescatora,605.0,72.1,2.9,22.4,3.66,1.8,134.0,852.0
Zeppole di San Giuseppe fritte,650.0,45.3,22.6,48.2,14.14,0.8,223.0,263.0
Torta di nocciole,379.0,33.4,21.0,24.8,8.95,1.5,84.0,20.0
Crostata amalfitana,322.0,64.8,43.2,3.8,1.51,3.9,104.0,133.0
Torta soffice cocco e cioccolato,,,,,,,,
Pasta con pomodorini e stracchino,552.0,70.5,6.3,21.0,9.46,3.5,52.0,540.0
Torta arcobaleno,739.0,93.4,70.4,31.5,16.66,0.8,274.0,193.0
Pasta frolla montata,441.0,50.4,21.7,23.8,12.93,1.4,130.0,99.0
Pasta alla vecchia bettola,411.0,74.2,10.0,5.0,2.87,4.5,14.0,371.0
Yogomisu,359.0,46.4,38.8,14.8,7.55,5.3,93.0,96.0
Pasta fredda con ricotta e pomodorini,765.0,74.7,10.6,35.6,17.0,4.6,75.0,911.0
Crema pasticcera al cioccolato,471.0,67.7,56.4,18.4,9.5,0.3,264.0,364.0
Risotto con gorgonzola pere e noci,697.0,78.4,8.3,31.5,14.67,3.9,91.0,478.0
Cantucci,90.0,13.4,6.7,3.1,0.78,0.8,18.0,43.0
Torta all'arancia,308.0,47.1,21.5,10.3,5.57,1.2,101.0,31.0
Calamarata con ragu di pesce spada,447.0,70.2,6.3,10.0,1.75,3.2,35.0,387.0
Malloreddus alla campidanese,928.0,86.9,6.7,48.7,20.74,3.6,71.0,1431.0
Conchiglioni ripieni di funghi prosciutto e besciamella,854.0,80.5,10.8,43.7,18.8,9.5,105.0,868.0
Roselline di sfoglia e mele,291.0,31.9,14.6,17.1,6.91,1.6,10.0,181.0
Tiramisu al pistacchio,724.0,44.7,34.1,53.9,25.01,4.1,289.0,168.0
Vellutata di cavolfiore,284.0,31.8,5.3,13.9,4.81,6.2,19.0,318.0
Pasta gorgonzola e noci,833.0,70.9,6.2,47.5,17.24,3.9,86.0,1035.0
Salsa verde,482.0,16.0,1.1,42.4,6.8,2.4,150.0,1324.0
Cannoncini di sfoglia con crema pasticcera,189.0,19.0,9.6,11.0,3.87,0.6,82.0,98.0
Torta cioccolato e fragole,370.0,39.9,29.4,20.3,11.31,0.9,145.0,55.0
Torta sbrisolona,,,,,,,,
Barrette cocco e cioccolato,239.0,12.7,12.7,19.2,14.07,3.7,10.0,150.0
Conchiglioni ripieni,658.0,47.4,7.4,37.8,17.82,2.6,115.0,730.0
Brownies alla Nutella,146.0,12.2,9.0,9.7,4.08,0.3,46.0,18.0
Pasta di zucchero,397.0,98.9,98.9,0.0,0.0,0.0,0.0,1.0
Finte pesche all'alchermes,346.0,55.0,27.5,10.5,5.23,1.0,171.0,91.0
Crostata di mele,,,,,,,,
Frappe alla banana,61.0,10.0,8.6,1.5,0.86,1.0,4.0,19.0
Tortellini,,,,,,,,
Muffin alla banana e gocce di cioccolato (muffin del buonumore),319.0,46.1,23.2,12.7,7.3,1.4,44.0,77.0
Linguine al nero di seppia,474.0,67.5,3.4,11.7,1.88,3.4,56.0,389.0
Cookies cheesecake,559.0,48.4,23.9,36.7,20.71,0.8,116.0,315.0
Burro d'arachidi,153.0,2.3,1.1,13.1,1.96,2.5,0.0,47.0
Tortino al cioccolato con cuore fondente bianco,704.0,61.6,56.6,46.1,26.11,3.7,235.0,163.0
Fusilli al pesto di pistacchi e pomodorini,648.0,74.8,9.6,31.2,4.88,7.1,3.0,622.0
Pasta coi fagiolini,467.0,85.8,5.7,7.9,1.19,5.6,0.0,303.0
Tiramisu goloso,979.0,78.5,62.4,64.4,34.35,2.9,714.0,250.0
Vellutata di porri con crostini saporiti,337.0,38.7,10.1,17.1,2.65,7.3,0.0,637.0
Linzer Torte,588.0,74.9,52.1,29.4,15.71,2.5,150.0,18.0
Zabaione,115.0,6.6,6.6,6.6,2.23,0.0,304.0,11.0
Paste di mandorla,126.0,13.8,13.8,6.8,0.56,1.9,0.0,6.0
Lasagne vegetariane,663.0,54.6,16.3,36.8,19.35,7.3,159.0,726.0
Liquore alla Nutella,155.0,9.5,9.5,8.0,3.38,0.2,11.0,19.0
Torta mascarpone e fragole,776.0,67.0,51.0,49.9,22.79,3.2,539.0,78.0
